rep000_seed0000	CFF000428	CFF003956	CFF001018	CFF000659	CFF000637	CFF006553	CFF000083	CFF035066	CFF001189	CFF001406	CFF000670	CFF000672	CFF001027	CFF001499	CFF000209	CFF001554	CFF000256	CFF000558	CFF009478	CFF000237	CFF000474	CFF000079	CFF000737	CFF115363	CFF000022	CFF001975	CFF000810	CFF000424	CFF000605	CFF057668	CFF006988	CFF001201	CFF000503	CFF001323	CFF000427	CFF000062	CFF001929	CFF010002	CFF000500	CFF000063	CFF000072	CFF001243	CFF000228	CFF000330	CFF001254	CFF000331	CFF000437	CFF000610	CFF001141	CFF000322	CFF000319	CFF000379	CFF001257	CFF002337	CFF000451	CFF000899	CFF000575	CFF002295	CFF000044	CFF000452	CFF000274	CFF002891	CFF000013	CFF000622	CFF000752	CFF003996	CFF000523	CFF000621	CFF029952	CFF016868	CFF005943	CFF000624	CFF000178
rep102_seed2127	FAM000941	FAM001689	FAM006317	FAM006405	FAM003187	FAM007259	FAM005949	FAM007123	FAM004811	FAM008302	FAM007437	FAM007092	FAM001637	FAM006003	FAM004226	FAM003291	FAM000166	FAM012547	FAM003388	FAM010929	FAM008923	FAM003684	FAM008359	FAM010957	FAM007420	FAM000597	FAM010494	FAM006402	FAM004766	FAM007286	FAM005080	FAM002714	FAM006602	FAM003725	FAM004399	FAM004777	FAM005235	FAM004021	FAM001510	FAM003663	FAM002691	FAM000270	FAM003464	FAM004211	FAM002808	FAM004066	FAM003029	FAM007975	FAM012027	FAM000984	FAM002700	FAM000863	FAM001806	FAM005489	FAM013285	FAM004957	FAM010564	FAM002841	FAM002333	FAM010805	FAM002218	FAM005765	FAM000814	FAM007390	FAM007191	FAM014037	FAM002362	FAM008358	FAM125761	FAM064946	FAM042810	FAM034047	FAM025043
rep103_seed2128	FAM012667	FAM004081	FAM005684	FAM006539	FAM000915	FAM000630	FAM002588	FAM004718	FAM000455	FAM002015	FAM004391	FAM001067	FAM005754	FAM002955	FAM012204	FAM001928	FAM011500	FAM001310	FAM007509	FAM003590	FAM012476	FAM004870	FAM008267	FAM004553	FAM008971	FAM001428	FAM011967	FAM004818	FAM001239	FAM003482	FAM000720	FAM005583	FAM003174	FAM010073	FAM011738	FAM003891	FAM010354	FAM003336	FAM002100	FAM003010	FAM004814	FAM002495	FAM004259	FAM010434	FAM009765	FAM002667	FAM003808	FAM003073	FAM000037	FAM014096	FAM000851	FAM002344	FAM008092	FAM010419	FAM000508	FAM005594	FAM007466	FAM001365	FAM012867	FAM000125	FAM008201	FAM004831	FAM008526	FAM014046	FAM008221	FAM011363	FAM012890	FAM009022	FAM131510	FAM061021	FAM030595	FAM031633	FAM016151
rep104_seed2129	FAM006327	FAM007673	FAM001013	FAM000719	FAM005747	FAM001682	FAM002984	FAM013972	FAM013242	FAM007610	FAM007785	FAM000190	FAM004802	FAM013413	FAM007379	FAM002037	FAM005420	FAM003417	FAM012149	FAM001301	FAM010251	FAM007783	FAM007859	FAM002807	FAM010245	FAM004594	FAM000709	FAM000681	FAM008812	FAM006289	FAM000599	FAM001791	FAM002042	FAM002609	FAM001834	FAM003462	FAM002745	FAM004520	FAM006902	FAM000442	FAM004323	FAM002286	FAM006263	FAM006635	FAM003289	FAM001172	FAM008966	FAM004984	FAM002959	FAM011043	FAM001959	FAM000844	FAM007036	FAM001037	FAM003806	FAM004653	FAM013826	FAM005916	FAM004461	FAM000003	FAM007907	FAM004491	FAM004865	FAM008607	FAM010503	FAM009086	FAM012477	FAM010238	FAM110446	FAM065232	FAM037371	FAM041936	FAM017371
rep105_seed2130	FAM003453	FAM006410	FAM005536	FAM001123	FAM010904	FAM005305	FAM007681	FAM001477	FAM007919	FAM004184	FAM000299	FAM004430	FAM003026	FAM010804	FAM005575	FAM003587	FAM001802	FAM005257	FAM009518	FAM012989	FAM003950	FAM003639	FAM000719	FAM002153	FAM000224	FAM006487	FAM008243	FAM003930	FAM000234	FAM002094	FAM012108	FAM001313	FAM002143	FAM001427	FAM004481	FAM004385	FAM003147	FAM006285	FAM005519	FAM000876	FAM001582	FAM013121	FAM005400	FAM000171	FAM008250	FAM002165	FAM001973	FAM008600	FAM011347	FAM006406	FAM005735	FAM002697	FAM006884	FAM004536	FAM000587	FAM000882	FAM009166	FAM010905	FAM007580	FAM010778	FAM010149	FAM000894	FAM009564	FAM014625	FAM011375	FAM013022	FAM004894	FAM008864	FAM122322	FAM059915	FAM040885	FAM036254	FAM015591
rep106_seed2131	FAM003394	FAM004695	FAM009472	FAM011435	FAM002761	FAM007120	FAM008312	FAM006207	FAM004960	FAM006124	FAM001824	FAM001857	FAM000036	FAM002255	FAM002152	FAM008934	FAM002575	FAM000740	FAM004253	FAM012271	FAM010356	FAM003721	FAM000048	FAM006127	FAM007417	FAM002515	FAM013930	FAM013715	FAM007255	FAM009988	FAM000395	FAM010514	FAM008953	FAM008570	FAM013044	FAM006652	FAM000994	FAM004303	FAM000604	FAM009686	FAM006515	FAM001933	FAM008708	FAM005552	FAM003029	FAM012379	FAM002138	FAM003764	FAM004166	FAM002439	FAM006672	FAM002684	FAM003130	FAM006309	FAM004461	FAM005538	FAM000956	FAM004226	FAM011434	FAM000567	FAM001582	FAM002021	FAM005278	FAM010915	FAM012035	FAM009291	FAM003756	FAM008615	FAM124290	FAM072383	FAM030695	FAM040922	FAM017906
rep107_seed2132	FAM003611	FAM009637	FAM003414	FAM001565	FAM001585	FAM003347	FAM010201	FAM003453	FAM001658	FAM009408	FAM004817	FAM001845	FAM003818	FAM011641	FAM013991	FAM005277	FAM000141	FAM010708	FAM001508	FAM011675	FAM006143	FAM008617	FAM000106	FAM006199	FAM001048	FAM004524	FAM006853	FAM006843	FAM006269	FAM012068	FAM006775	FAM001238	FAM002436	FAM002107	FAM006769	FAM003172	FAM002882	FAM004522	FAM005367	FAM000537	FAM000489	FAM000101	FAM001520	FAM004052	FAM003568	FAM003880	FAM006841	FAM002345	FAM005887	FAM009381	FAM003418	FAM002074	FAM010187	FAM008039	FAM011417	FAM001698	FAM003980	FAM012203	FAM001562	FAM006363	FAM000241	FAM009223	FAM012566	FAM007886	FAM010609	FAM012993	FAM005651	FAM010971	FAM125952	FAM063014	FAM034741	FAM036254	FAM021311
rep108_seed2133	FAM006586	FAM001513	FAM005632	FAM007190	FAM003333	FAM001111	FAM001475	FAM004729	FAM001213	FAM002633	FAM002917	FAM008183	FAM004464	FAM008712	FAM002672	FAM007043	FAM000432	FAM000873	FAM006172	FAM013966	FAM006310	FAM008918	FAM012110	FAM006406	FAM003280	FAM008973	FAM004519	FAM002490	FAM004787	FAM000179	FAM002189	FAM003971	FAM000231	FAM002600	FAM005481	FAM010117	FAM005230	FAM005841	FAM000134	FAM003842	FAM004728	FAM012348	FAM001871	FAM009605	FAM013131	FAM006117	FAM000493	FAM004026	FAM000031	FAM011675	FAM007718	FAM000172	FAM004080	FAM003893	FAM012293	FAM007482	FAM010627	FAM005748	FAM008854	FAM008386	FAM010291	FAM007289	FAM000368	FAM012900	FAM009572	FAM007290	FAM009977	FAM008156	FAM121854	FAM070371	FAM039276	FAM029628	FAM025874
rep109_seed2134	FAM001947	FAM005622	FAM002229	FAM001796	FAM006667	FAM000281	FAM000640	FAM008518	FAM000508	FAM001867	FAM003275	FAM008536	FAM000225	FAM010052	FAM002672	FAM003117	FAM002776	FAM003497	FAM003124	FAM004012	FAM001298	FAM006943	FAM008356	FAM001647	FAM002498	FAM003616	FAM006964	FAM001723	FAM006533	FAM005983	FAM012031	FAM002045	FAM008035	FAM003930	FAM005439	FAM001509	FAM004041	FAM009799	FAM001292	FAM002110	FAM002021	FAM003332	FAM000381	FAM006645	FAM000904	FAM012048	FAM002213	FAM001271	FAM007550	FAM003085	FAM001605	FAM007618	FAM000236	FAM000505	FAM000977	FAM006805	FAM001892	FAM003422	FAM001363	FAM002031	FAM003453	FAM003767	FAM000346	FAM007390	FAM007575	FAM004768	FAM013846	FAM004665	FAM124707	FAM062707	FAM037996	FAM030112	FAM022345
rep110_seed2135	FAM000418	FAM006626	FAM001125	FAM001491	FAM011726	FAM007161	FAM005443	FAM002067	FAM001605	FAM008532	FAM000789	FAM006425	FAM001164	FAM010093	FAM000745	FAM002345	FAM010059	FAM003157	FAM000703	FAM001144	FAM003777	FAM009615	FAM007715	FAM002618	FAM012674	FAM004889	FAM001083	FAM000146	FAM002901	FAM012540	FAM004994	FAM000583	FAM005381	FAM009105	FAM000837	FAM003384	FAM010635	FAM004143	FAM000891	FAM007810	FAM011200	FAM014364	FAM001382	FAM009362	FAM002824	FAM007310	FAM006480	FAM000454	FAM000539	FAM003753	FAM002702	FAM010995	FAM002704	FAM005735	FAM009988	FAM003539	FAM002424	FAM010777	FAM004425	FAM003855	FAM009747	FAM005718	FAM008894	FAM013445	FAM009501	FAM011827	FAM010195	FAM013055	FAM124042	FAM069019	FAM033068	FAM035737	FAM016539
rep111_seed2136	FAM004812	FAM010746	FAM000064	FAM008257	FAM001650	FAM003971	FAM004855	FAM007650	FAM001475	FAM010789	FAM013966	FAM000281	FAM005954	FAM006315	FAM002076	FAM001928	FAM002172	FAM001382	FAM007784	FAM005925	FAM010978	FAM003941	FAM011675	FAM000745	FAM000112	FAM011345	FAM013716	FAM000115	FAM006446	FAM005854	FAM003280	FAM004910	FAM000815	FAM003874	FAM005947	FAM002064	FAM004036	FAM002849	FAM006404	FAM005973	FAM000109	FAM005393	FAM000568	FAM005099	FAM005040	FAM000310	FAM001246	FAM004971	FAM000565	FAM003255	FAM000457	FAM007571	FAM001047	FAM007251	FAM001892	FAM011294	FAM000574	FAM013337	FAM008709	FAM002477	FAM000097	FAM009159	FAM000601	FAM009599	FAM012859	FAM009407	FAM012284	FAM007074	FAM129214	FAM061942	FAM042973	FAM042961	FAM014358
rep112_seed2137	FAM003662	FAM007799	FAM013444	FAM000835	FAM003944	FAM000577	FAM005825	FAM000949	FAM012162	FAM000006	FAM004196	FAM003351	FAM002198	FAM001158	FAM006097	FAM009667	FAM004574	FAM000667	FAM000463	FAM003853	FAM002780	FAM001909	FAM003087	FAM001216	FAM003953	FAM002855	FAM009651	FAM005741	FAM009957	FAM001954	FAM003350	FAM004937	FAM001620	FAM001528	FAM000035	FAM001780	FAM001842	FAM003023	FAM004179	FAM005967	FAM004955	FAM005805	FAM005198	FAM003290	FAM013054	FAM008923	FAM014390	FAM005566	FAM006667	FAM000031	FAM000792	FAM005858	FAM010241	FAM009159	FAM008137	FAM013117	FAM002718	FAM000332	FAM006602	FAM005059	FAM004878	FAM011225	FAM014260	FAM012802	FAM009000	FAM006812	FAM014137	FAM006877	FAM115763	FAM061300	FAM031058	FAM030116	FAM014793
rep113_seed2138	FAM013534	FAM001870	FAM010469	FAM008801	FAM010650	FAM008050	FAM009358	FAM003271	FAM004780	FAM001664	FAM003862	FAM003826	FAM006316	FAM004465	FAM006330	FAM009311	FAM004285	FAM004069	FAM000172	FAM008437	FAM007800	FAM008302	FAM010531	FAM000586	FAM000399	FAM011687	FAM000589	FAM001232	FAM005416	FAM013442	FAM005551	FAM000551	FAM006737	FAM002128	FAM004890	FAM005664	FAM007837	FAM000415	FAM003885	FAM010829	FAM001491	FAM005048	FAM010219	FAM012508	FAM004811	FAM012162	FAM003484	FAM000544	FAM005058	FAM001951	FAM004590	FAM010939	FAM002333	FAM005891	FAM002962	FAM005571	FAM000986	FAM004848	FAM009334	FAM008465	FAM000199	FAM004656	FAM010885	FAM012541	FAM005082	FAM009430	FAM009252	FAM010833	FAM111874	FAM059693	FAM043266	FAM034501	FAM023911
rep114_seed2139	FAM000515	FAM004886	FAM001611	FAM009701	FAM000486	FAM007762	FAM008757	FAM009112	FAM010575	FAM008529	FAM001080	FAM002516	FAM012004	FAM001059	FAM012114	FAM001836	FAM001708	FAM008963	FAM009724	FAM006729	FAM012783	FAM004964	FAM000759	FAM000389	FAM012630	FAM012373	FAM009893	FAM006802	FAM004310	FAM007709	FAM010374	FAM004391	FAM000189	FAM003566	FAM003897	FAM000766	FAM002728	FAM004453	FAM003015	FAM013241	FAM001621	FAM004022	FAM002062	FAM000388	FAM007355	FAM003681	FAM002880	FAM005314	FAM013283	FAM008359	FAM004521	FAM002746	FAM001429	FAM001256	FAM006498	FAM004812	FAM012250	FAM004123	FAM002931	FAM003062	FAM012465	FAM005695	FAM009807	FAM013249	FAM012912	FAM002297	FAM003962	FAM003595	FAM113582	FAM070217	FAM037791	FAM034775	FAM015622
rep115_seed2140	FAM004344	FAM004261	FAM003278	FAM004557	FAM000471	FAM002667	FAM011381	FAM010717	FAM006790	FAM011473	FAM002971	FAM006835	FAM005833	FAM007669	FAM011200	FAM005318	FAM009515	FAM003874	FAM014398	FAM005927	FAM005747	FAM011003	FAM004969	FAM006119	FAM005949	FAM011090	FAM005955	FAM003676	FAM003934	FAM000780	FAM010233	FAM007479	FAM000252	FAM000852	FAM010196	FAM007310	FAM005571	FAM000455	FAM004855	FAM012012	FAM001875	FAM009579	FAM000863	FAM005768	FAM011538	FAM002688	FAM003736	FAM000203	FAM000406	FAM007842	FAM000978	FAM001167	FAM001491	FAM006675	FAM002184	FAM002251	FAM000312	FAM002531	FAM002485	FAM010612	FAM004103	FAM003011	FAM003238	FAM013493	FAM008496	FAM011083	FAM012389	FAM013601	FAM139817	FAM065232	FAM037996	FAM037619	FAM015070
rep116_seed2141	FAM004571	FAM011013	FAM000315	FAM004008	FAM001113	FAM003601	FAM008416	FAM006697	FAM002051	FAM000397	FAM002070	FAM003410	FAM013808	FAM012508	FAM001981	FAM007296	FAM001286	FAM000058	FAM005088	FAM010717	FAM002771	FAM010457	FAM006209	FAM001622	FAM004209	FAM007858	FAM004160	FAM000255	FAM000215	FAM008709	FAM010390	FAM001810	FAM012930	FAM003360	FAM006439	FAM006930	FAM000731	FAM009078	FAM003794	FAM012826	FAM006128	FAM006101	FAM004489	FAM001006	FAM006172	FAM004391	FAM003305	FAM003464	FAM010239	FAM000467	FAM010911	FAM005674	FAM003957	FAM003023	FAM000569	FAM001594	FAM009708	FAM010897	FAM000334	FAM001285	FAM003249	FAM001291	FAM003016	FAM013759	FAM012969	FAM008097	FAM012893	FAM008853	FAM126972	FAM071612	FAM033576	FAM033126	FAM027240
rep117_seed2142	FAM006526	FAM004236	FAM003071	FAM000928	FAM012255	FAM004396	FAM008304	FAM003961	FAM002979	FAM012161	FAM003716	FAM010104	FAM006006	FAM009877	FAM001983	FAM013444	FAM002471	FAM010327	FAM005048	FAM002609	FAM001829	FAM010415	FAM003162	FAM004743	FAM001210	FAM006844	FAM009433	FAM002657	FAM006403	FAM000784	FAM003644	FAM009068	FAM004514	FAM006094	FAM004937	FAM002571	FAM002408	FAM004006	FAM011964	FAM002843	FAM002017	FAM002434	FAM011473	FAM002225	FAM003603	FAM007534	FAM000887	FAM003339	FAM006156	FAM005406	FAM008796	FAM003502	FAM003470	FAM006868	FAM006221	FAM000941	FAM006246	FAM013634	FAM005322	FAM006602	FAM003163	FAM005055	FAM005747	FAM010858	FAM007467	FAM009373	FAM009656	FAM006260	FAM123827	FAM058216	FAM032886	FAM040981	FAM028603
rep118_seed2143	FAM004769	FAM003354	FAM000949	FAM005636	FAM000473	FAM006384	FAM013276	FAM012720	FAM000375	FAM011302	FAM006953	FAM009632	FAM008548	FAM007442	FAM008786	FAM006310	FAM001875	FAM006744	FAM011975	FAM010045	FAM005811	FAM003445	FAM006298	FAM005801	FAM013621	FAM000606	FAM003402	FAM000194	FAM000955	FAM005325	FAM007392	FAM005498	FAM006513	FAM009980	FAM003291	FAM007697	FAM014436	FAM003473	FAM005481	FAM000014	FAM005582	FAM001710	FAM003704	FAM013921	FAM000708	FAM012730	FAM001615	FAM001118	FAM002465	FAM001072	FAM003312	FAM010466	FAM002598	FAM012250	FAM009940	FAM002856	FAM012375	FAM011376	FAM006284	FAM010510	FAM004104	FAM002481	FAM001354	FAM014113	FAM011110	FAM011125	FAM013473	FAM012954	FAM117147	FAM059036	FAM036309	FAM034293	FAM018597
rep119_seed2144	FAM006117	FAM001831	FAM000250	FAM011895	FAM001804	FAM001042	FAM003701	FAM003486	FAM000697	FAM001729	FAM001066	FAM001567	FAM010279	FAM003161	FAM000702	FAM004815	FAM001062	FAM011972	FAM002406	FAM005981	FAM001270	FAM003434	FAM005204	FAM001051	FAM005884	FAM005433	FAM011601	FAM000265	FAM000585	FAM001055	FAM001326	FAM000288	FAM000809	FAM006108	FAM009904	FAM003297	FAM001307	FAM009805	FAM001852	FAM000231	FAM003404	FAM005009	FAM001628	FAM000123	FAM007952	FAM012068	FAM008493	FAM000129	FAM000974	FAM013991	FAM011671	FAM009694	FAM002898	FAM005219	FAM003313	FAM001218	FAM001448	FAM004890	FAM010076	FAM003682	FAM006881	FAM008703	FAM000252	FAM009690	FAM008205	FAM010670	FAM011336	FAM006357	FAM111226	FAM062653	FAM043017	FAM030520	FAM018030
rep120_seed2145	FAM000650	FAM005101	FAM011586	FAM001746	FAM013192	FAM002695	FAM012381	FAM001526	FAM008027	FAM005430	FAM005318	FAM006429	FAM008335	FAM006094	FAM001750	FAM001919	FAM003815	FAM002158	FAM008409	FAM009226	FAM004562	FAM001468	FAM014554	FAM004716	FAM001807	FAM004226	FAM013113	FAM002627	FAM005551	FAM007400	FAM000258	FAM002013	FAM009699	FAM005834	FAM004432	FAM000963	FAM003241	FAM010307	FAM000987	FAM000676	FAM000713	FAM006201	FAM007975	FAM000506	FAM012075	FAM000066	FAM006973	FAM001695	FAM001800	FAM005254	FAM002321	FAM001951	FAM010643	FAM000229	FAM000853	FAM008881	FAM001167	FAM000603	FAM002645	FAM006544	FAM001826	FAM005746	FAM008222	FAM014551	FAM007097	FAM011217	FAM009720	FAM013504	FAM116492	FAM070371	FAM035020	FAM033950	FAM017533
rep121_seed2146	FAM001855	FAM006077	FAM003082	FAM001920	FAM002947	FAM009624	FAM002169	FAM002642	FAM003807	FAM001731	FAM000150	FAM006901	FAM004493	FAM000578	FAM006347	FAM001287	FAM001469	FAM001237	FAM004036	FAM004552	FAM014574	FAM002952	FAM001370	FAM000985	FAM000708	FAM012866	FAM006101	FAM002755	FAM005986	FAM003398	FAM007394	FAM009763	FAM012233	FAM005801	FAM003695	FAM002187	FAM003315	FAM002334	FAM001126	FAM001383	FAM012785	FAM013398	FAM007589	FAM005794	FAM003877	FAM010967	FAM000596	FAM010354	FAM007415	FAM005984	FAM001205	FAM011345	FAM005489	FAM003163	FAM001841	FAM011093	FAM000794	FAM006526	FAM001717	FAM001937	FAM000584	FAM000696	FAM003467	FAM010657	FAM010715	FAM013031	FAM013550	FAM003861	FAM134528	FAM062099	FAM033085	FAM039939	FAM021582
rep122_seed2147	FAM007503	FAM000396	FAM005735	FAM009440	FAM000978	FAM005101	FAM002347	FAM001524	FAM004839	FAM006255	FAM003515	FAM004473	FAM011558	FAM001692	FAM002723	FAM001534	FAM014385	FAM012126	FAM001810	FAM000067	FAM000743	FAM002007	FAM012250	FAM002808	FAM011117	FAM000641	FAM000348	FAM002139	FAM000643	FAM000505	FAM002444	FAM002501	FAM009005	FAM000695	FAM003318	FAM006165	FAM001971	FAM007663	FAM004872	FAM005675	FAM007226	FAM002589	FAM002538	FAM000307	FAM000634	FAM001905	FAM004222	FAM002012	FAM005940	FAM010860	FAM000801	FAM005687	FAM002279	FAM005415	FAM003144	FAM002067	FAM001960	FAM007734	FAM001711	FAM005221	FAM001890	FAM005966	FAM001357	FAM007619	FAM010609	FAM011853	FAM005697	FAM012487	FAM134894	FAM068634	FAM031211	FAM039248	FAM028838
rep123_seed2148	FAM001930	FAM003802	FAM000169	FAM002357	FAM001827	FAM004790	FAM001485	FAM001850	FAM002146	FAM003810	FAM000136	FAM004165	FAM000074	FAM005740	FAM013807	FAM003253	FAM013071	FAM002637	FAM010475	FAM003570	FAM008396	FAM002266	FAM004162	FAM004748	FAM006853	FAM007993	FAM000663	FAM009747	FAM011489	FAM004352	FAM008321	FAM012068	FAM005354	FAM006324	FAM002472	FAM004230	FAM010721	FAM013052	FAM003957	FAM008034	FAM002192	FAM001909	FAM005223	FAM004449	FAM011906	FAM008416	FAM001031	FAM012265	FAM006175	FAM005866	FAM001783	FAM002864	FAM000024	FAM007129	FAM001104	FAM002096	FAM012687	FAM007965	FAM000306	FAM000720	FAM002201	FAM005237	FAM001510	FAM013662	FAM013719	FAM009905	FAM009827	FAM007346	FAM128525	FAM057956	FAM039736	FAM034779	FAM018050
rep124_seed2149	FAM003143	FAM005527	FAM006626	FAM002881	FAM007025	FAM002098	FAM012123	FAM000168	FAM011367	FAM000898	FAM005547	FAM001246	FAM002146	FAM003521	FAM004892	FAM001548	FAM002693	FAM003968	FAM000027	FAM001702	FAM003162	FAM000035	FAM005084	FAM007830	FAM000014	FAM008039	FAM001204	FAM001801	FAM014574	FAM001481	FAM010651	FAM002739	FAM004019	FAM003007	FAM005317	FAM004737	FAM001844	FAM000944	FAM000123	FAM005104	FAM000272	FAM003460	FAM005085	FAM005449	FAM007974	FAM003085	FAM009607	FAM006263	FAM005491	FAM001657	FAM012739	FAM007502	FAM007100	FAM001094	FAM001297	FAM001895	FAM003596	FAM005841	FAM002847	FAM001019	FAM001043	FAM000017	FAM000759	FAM009599	FAM005662	FAM008905	FAM006966	FAM004757	FAM131809	FAM060198	FAM031553	FAM042926	FAM022101
rep125_seed2150	FAM000742	FAM006964	FAM004797	FAM005318	FAM004551	FAM010210	FAM002233	FAM001852	FAM001960	FAM007679	FAM009005	FAM011277	FAM004254	FAM001695	FAM003165	FAM001972	FAM003755	FAM001058	FAM007339	FAM001350	FAM007214	FAM005452	FAM009877	FAM008002	FAM011032	FAM002691	FAM009758	FAM007482	FAM012285	FAM000699	FAM003581	FAM008346	FAM010617	FAM002697	FAM003417	FAM005984	FAM004098	FAM013874	FAM008092	FAM012101	FAM002076	FAM013975	FAM011734	FAM000046	FAM004019	FAM008178	FAM010186	FAM004526	FAM002886	FAM004818	FAM000288	FAM004511	FAM005371	FAM004204	FAM004176	FAM001476	FAM004310	FAM000862	FAM013125	FAM000800	FAM013281	FAM002268	FAM013044	FAM012560	FAM012883	FAM007290	FAM007927	FAM013064	FAM109564	FAM071720	FAM042659	FAM042512	FAM014478
rep126_seed2151	FAM002058	FAM008966	FAM013011	FAM005919	FAM009336	FAM006502	FAM012946	FAM004251	FAM006150	FAM013403	FAM006016	FAM001207	FAM001693	FAM004411	FAM000263	FAM000351	FAM011474	FAM007118	FAM003856	FAM005986	FAM001177	FAM012271	FAM010554	FAM011166	FAM008995	FAM001495	FAM014266	FAM001465	FAM009710	FAM007988	FAM013429	FAM003994	FAM006000	FAM002090	FAM008384	FAM002766	FAM000647	FAM004159	FAM011906	FAM004442	FAM000219	FAM006551	FAM000517	FAM008227	FAM008953	FAM005680	FAM005306	FAM009433	FAM000570	FAM000242	FAM005851	FAM001119	FAM011854	FAM002592	FAM008309	FAM000056	FAM003980	FAM003541	FAM002737	FAM000973	FAM004087	FAM006740	FAM008581	FAM014625	FAM012859	FAM013008	FAM005428	FAM010460	FAM111493	FAM059614	FAM028010	FAM038566	FAM025395
rep127_seed2152	FAM009988	FAM001235	FAM001166	FAM011500	FAM000068	FAM009071	FAM007872	FAM005762	FAM005437	FAM005919	FAM000564	FAM005987	FAM003483	FAM009632	FAM001948	FAM008916	FAM000316	FAM002786	FAM003222	FAM000214	FAM001366	FAM002676	FAM005165	FAM005863	FAM002041	FAM004657	FAM000328	FAM008482	FAM000838	FAM010104	FAM014461	FAM013849	FAM002263	FAM002744	FAM000354	FAM006992	FAM004416	FAM013799	FAM012894	FAM006039	FAM010692	FAM001657	FAM001598	FAM004262	FAM008306	FAM005147	FAM011053	FAM006943	FAM006221	FAM009565	FAM003106	FAM012957	FAM003157	FAM008963	FAM013715	FAM003737	FAM006335	FAM010612	FAM001472	FAM009619	FAM007800	FAM001282	FAM004511	FAM014558	FAM007472	FAM012036	FAM010958	FAM010791	FAM135363	FAM061945	FAM033167	FAM042135	FAM024057
rep128_seed2153	FAM001847	FAM009484	FAM002695	FAM002188	FAM004741	FAM000942	FAM001973	FAM003563	FAM001502	FAM000668	FAM006502	FAM004131	FAM010388	FAM002439	FAM009067	FAM011118	FAM013692	FAM000436	FAM002177	FAM000033	FAM003940	FAM000152	FAM007470	FAM000691	FAM000852	FAM002301	FAM011092	FAM012760	FAM008160	FAM004106	FAM001737	FAM002707	FAM013492	FAM000641	FAM001062	FAM000791	FAM009203	FAM000832	FAM004840	FAM003326	FAM001426	FAM006040	FAM004080	FAM008118	FAM007712	FAM004354	FAM014274	FAM004303	FAM009362	FAM010443	FAM012040	FAM006859	FAM000144	FAM010144	FAM000272	FAM006324	FAM011748	FAM001424	FAM004189	FAM002898	FAM006847	FAM002784	FAM003512	FAM008093	FAM011213	FAM010752	FAM007086	FAM005144	FAM121234	FAM064456	FAM037933	FAM032766	FAM017794
rep129_seed2154	FAM003365	FAM009787	FAM003103	FAM007034	FAM001112	FAM001062	FAM001869	FAM005296	FAM013122	FAM005605	FAM000057	FAM000287	FAM005325	FAM004109	FAM002618	FAM002330	FAM014121	FAM003088	FAM006765	FAM002042	FAM002868	FAM001483	FAM014075	FAM011506	FAM005836	FAM003684	FAM002262	FAM001991	FAM005300	FAM007005	FAM003100	FAM012180	FAM009852	FAM007915	FAM001415	FAM013853	FAM007697	FAM001834	FAM005049	FAM000825	FAM013991	FAM001529	FAM004901	FAM010627	FAM010239	FAM013052	FAM010196	FAM002497	FAM013050	FAM004936	FAM000846	FAM001317	FAM004605	FAM002814	FAM005891	FAM013564	FAM004649	FAM013415	FAM009825	FAM013429	FAM008175	FAM008763	FAM006317	FAM005596	FAM009000	FAM003739	FAM002817	FAM004879	FAM142934	FAM071612	FAM032733	FAM039939	FAM020161
rep130_seed2155	FAM000675	FAM007621	FAM001609	FAM005235	FAM008740	FAM007839	FAM002493	FAM001907	FAM002842	FAM008034	FAM005410	FAM003864	FAM001410	FAM003290	FAM013807	FAM000012	FAM009702	FAM005853	FAM001245	FAM008087	FAM007761	FAM002844	FAM013208	FAM010873	FAM002581	FAM005833	FAM000490	FAM002303	FAM000152	FAM014073	FAM013075	FAM007381	FAM010751	FAM003644	FAM000401	FAM007446	FAM005888	FAM004531	FAM003968	FAM006630	FAM007120	FAM000665	FAM000420	FAM003521	FAM004239	FAM002473	FAM008098	FAM001455	FAM002558	FAM002284	FAM004519	FAM005730	FAM009269	FAM001164	FAM004877	FAM001235	FAM001681	FAM005188	FAM007884	FAM009654	FAM008899	FAM002141	FAM002802	FAM012470	FAM010827	FAM009514	FAM004400	FAM006561	FAM122322	FAM061978	FAM038287	FAM037619	FAM023872
rep131_seed2156	FAM008291	FAM005354	FAM009178	FAM003214	FAM012363	FAM010698	FAM003127	FAM003518	FAM004281	FAM002329	FAM000279	FAM000047	FAM001074	FAM001813	FAM002842	FAM005660	FAM012094	FAM001003	FAM004260	FAM004990	FAM003181	FAM001117	FAM005383	FAM010832	FAM012632	FAM004660	FAM004508	FAM000468	FAM001145	FAM011796	FAM003322	FAM005165	FAM013538	FAM007670	FAM000793	FAM012075	FAM000640	FAM001752	FAM001895	FAM008641	FAM006811	FAM005665	FAM002030	FAM005351	FAM010651	FAM006397	FAM007534	FAM002415	FAM003218	FAM001204	FAM010469	FAM004642	FAM008335	FAM001915	FAM006844	FAM002665	FAM001063	FAM000588	FAM002473	FAM006575	FAM004301	FAM001774	FAM001841	FAM005511	FAM012189	FAM013313	FAM012278	FAM012839	FAM110091	FAM062572	FAM039924	FAM031208	FAM020046
