rep000_seed0000	CFF000437	CFF000610	CFF000428	CFF001141	CFF003956	CFF001018	CFF000322	CFF000659	CFF000319	CFF000379	CFF001257	CFF002337	CFF000637	CFF006553	CFF000083	CFF000451	CFF000899	CFF001189	CFF001406	CFF000575	CFF000670	CFF002295	CFF000044	CFF000452	CFF000672	CFF001027	CFF000274	CFF001499	CFF000209	CFF001554	CFF000256	CFF000558	CFF009478	CFF002891	CFF000237	CFF000474	CFF000079	CFF000737	CFF000022	CFF000013	CFF001975	CFF000810	CFF000622	CFF000424	CFF000605	CFF057668	CFF006988	CFF000752	CFF001201	CFF003996	CFF000523	CFF000503	CFF000621	CFF001323	CFF000427	CFF000062	CFF029952	CFF001929	CFF010002	CFF000500	CFF000063	CFF000072	CFF001243	CFF016868	CFF000228	CFF005943	CFF000624	CFF000330	CFF001254	CFF000178	CFF000331	CFF035066	CFF115363
rep144_seed2169	FAM002268	FAM000931	FAM002284	FAM004450	FAM007096	FAM003122	FAM004930	FAM002195	FAM007267	FAM003944	FAM009293	FAM001734	FAM005038	FAM005441	FAM004281	FAM010775	FAM003130	FAM008764	FAM002201	FAM008658	FAM002543	FAM006284	FAM002528	FAM010828	FAM007775	FAM003044	FAM007180	FAM000513	FAM004365	FAM006807	FAM011281	FAM007307	FAM008763	FAM010474	FAM001665	FAM011124	FAM009073	FAM001010	FAM005125	FAM013849	FAM000413	FAM002779	FAM010597	FAM008971	FAM004897	FAM000593	FAM005380	FAM002990	FAM000115	FAM000135	FAM002408	FAM005909	FAM012383	FAM000549	FAM002015	FAM010590	FAM003270	FAM009141	FAM001914	FAM002428	FAM009401	FAM013311	FAM009831	FAM004657	FAM003678	FAM010464	FAM006017	FAM010641	FAM127065	FAM066965	FAM029225	FAM032355	FAM018867
rep145_seed2170	FAM005292	FAM006648	FAM005402	FAM009293	FAM001482	FAM011422	FAM002619	FAM014459	FAM005705	FAM005014	FAM003101	FAM002026	FAM000045	FAM008829	FAM012224	FAM002795	FAM001214	FAM004424	FAM004654	FAM007903	FAM005566	FAM012236	FAM006986	FAM000957	FAM011599	FAM013625	FAM013789	FAM002967	FAM010678	FAM006527	FAM009678	FAM012548	FAM001498	FAM004055	FAM006959	FAM000883	FAM001690	FAM006346	FAM010792	FAM006621	FAM010289	FAM003162	FAM014243	FAM007875	FAM000024	FAM003095	FAM004559	FAM002598	FAM010283	FAM000066	FAM010525	FAM002941	FAM002534	FAM009795	FAM011285	FAM004760	FAM009735	FAM011420	FAM005968	FAM003483	FAM002673	FAM008025	FAM003888	FAM006690	FAM006011	FAM010849	FAM011638	FAM011079	FAM118476	FAM063651	FAM031580	FAM042518	FAM028477
rep146_seed2171	FAM002451	FAM001513	FAM001031	FAM001258	FAM004687	FAM005518	FAM000761	FAM003712	FAM009336	FAM004452	FAM012011	FAM005398	FAM003590	FAM010910	FAM005557	FAM007482	FAM000687	FAM004484	FAM000170	FAM003561	FAM002722	FAM010857	FAM000556	FAM003262	FAM001800	FAM000925	FAM009415	FAM004794	FAM002078	FAM005882	FAM009527	FAM010409	FAM004994	FAM011002	FAM004511	FAM002299	FAM000763	FAM006866	FAM009298	FAM002674	FAM014066	FAM005078	FAM013797	FAM001371	FAM014459	FAM004193	FAM008072	FAM008073	FAM001169	FAM009701	FAM001552	FAM003358	FAM004774	FAM001266	FAM003722	FAM007005	FAM004161	FAM006859	FAM001588	FAM007739	FAM004719	FAM000455	FAM001709	FAM005151	FAM002935	FAM012688	FAM007194	FAM011508	FAM110746	FAM074355	FAM034671	FAM039739	FAM028063
rep147_seed2172	FAM007951	FAM000983	FAM001283	FAM008394	FAM003128	FAM004165	FAM007648	FAM002073	FAM001542	FAM006173	FAM004533	FAM008599	FAM010771	FAM000520	FAM010354	FAM011107	FAM001372	FAM014366	FAM012031	FAM001200	FAM002904	FAM009124	FAM007520	FAM003970	FAM003330	FAM004908	FAM014306	FAM007183	FAM001875	FAM004263	FAM003759	FAM004806	FAM005939	FAM001081	FAM000710	FAM004973	FAM003757	FAM006947	FAM006883	FAM003835	FAM004609	FAM006670	FAM005799	FAM002142	FAM002987	FAM000060	FAM005167	FAM000282	FAM004221	FAM007278	FAM002175	FAM009181	FAM004013	FAM009353	FAM002911	FAM011628	FAM014022	FAM003587	FAM011664	FAM001659	FAM000325	FAM005258	FAM005539	FAM010133	FAM005378	FAM014062	FAM013076	FAM014448	FAM113197	FAM063111	FAM032216	FAM038977	FAM020792
rep148_seed2173	FAM000067	FAM005724	FAM004762	FAM008417	FAM003477	FAM001765	FAM002672	FAM012390	FAM007480	FAM003774	FAM001355	FAM004574	FAM006995	FAM002553	FAM014350	FAM007101	FAM008493	FAM010524	FAM008160	FAM004420	FAM012010	FAM001574	FAM012879	FAM007993	FAM005956	FAM000578	FAM002598	FAM009233	FAM002571	FAM011961	FAM005375	FAM014695	FAM010288	FAM002933	FAM008376	FAM005190	FAM004612	FAM002646	FAM001673	FAM008729	FAM004050	FAM011649	FAM013936	FAM004880	FAM004224	FAM006778	FAM012951	FAM005307	FAM007641	FAM004565	FAM000585	FAM004875	FAM006746	FAM001014	FAM006220	FAM001526	FAM006781	FAM004132	FAM006960	FAM008722	FAM002300	FAM004118	FAM005856	FAM002083	FAM004145	FAM007599	FAM009587	FAM012875	FAM130280	FAM062873	FAM033337	FAM038153	FAM026660
rep149_seed2174	FAM005083	FAM001040	FAM006694	FAM002694	FAM004062	FAM003415	FAM002641	FAM004214	FAM005423	FAM006153	FAM009343	FAM011689	FAM004219	FAM000728	FAM000806	FAM004353	FAM009925	FAM008106	FAM008826	FAM003709	FAM005386	FAM006288	FAM008185	FAM000953	FAM008116	FAM005472	FAM009940	FAM007888	FAM002225	FAM006725	FAM007747	FAM009185	FAM003091	FAM006464	FAM010187	FAM004509	FAM002723	FAM000008	FAM009732	FAM003177	FAM006795	FAM005018	FAM007260	FAM012272	FAM007594	FAM000703	FAM005679	FAM005929	FAM009933	FAM014408	FAM001756	FAM003782	FAM006302	FAM011128	FAM003400	FAM001647	FAM008427	FAM006923	FAM001678	FAM005571	FAM002772	FAM007867	FAM012585	FAM006261	FAM005587	FAM007404	FAM004486	FAM013446	FAM133120	FAM066711	FAM032723	FAM040643	FAM022042
rep150_seed2175	FAM009876	FAM005781	FAM007350	FAM002246	FAM005673	FAM008728	FAM007908	FAM007075	FAM001582	FAM007680	FAM011281	FAM003464	FAM010758	FAM007001	FAM007442	FAM000952	FAM001126	FAM004873	FAM010731	FAM001875	FAM013259	FAM007458	FAM009229	FAM007011	FAM009864	FAM006715	FAM004699	FAM003571	FAM001033	FAM003890	FAM011799	FAM001686	FAM002306	FAM004797	FAM010428	FAM001031	FAM006930	FAM006479	FAM001848	FAM012067	FAM003051	FAM001617	FAM004163	FAM005713	FAM002628	FAM004533	FAM001501	FAM004885	FAM011539	FAM004680	FAM002602	FAM008232	FAM004122	FAM000429	FAM001771	FAM004483	FAM007053	FAM003966	FAM004514	FAM013337	FAM007995	FAM000273	FAM004064	FAM001653	FAM014563	FAM014371	FAM005942	FAM007701	FAM114289	FAM071760	FAM049229	FAM030460	FAM027251
rep151_seed2176	FAM003331	FAM004351	FAM002829	FAM003707	FAM001274	FAM008016	FAM008297	FAM009741	FAM012771	FAM000223	FAM002159	FAM006737	FAM009452	FAM006377	FAM012010	FAM003716	FAM013429	FAM001194	FAM007405	FAM004484	FAM005772	FAM012585	FAM003113	FAM003665	FAM007407	FAM006088	FAM000709	FAM001576	FAM003961	FAM005689	FAM001817	FAM006920	FAM005398	FAM009732	FAM003808	FAM001381	FAM002883	FAM012876	FAM001054	FAM003462	FAM006862	FAM002799	FAM005916	FAM000527	FAM009179	FAM006174	FAM004506	FAM003030	FAM005711	FAM005795	FAM000681	FAM012011	FAM004145	FAM003350	FAM001118	FAM000918	FAM004783	FAM007032	FAM007465	FAM007536	FAM011854	FAM003629	FAM013070	FAM006395	FAM006105	FAM012264	FAM014263	FAM011719	FAM127774	FAM058071	FAM032587	FAM036715	FAM018134
rep152_seed2177	FAM001387	FAM011196	FAM002964	FAM004932	FAM002659	FAM011053	FAM002051	FAM001684	FAM011395	FAM002628	FAM003377	FAM010409	FAM009289	FAM002073	FAM006399	FAM004114	FAM005260	FAM001016	FAM011029	FAM011589	FAM005215	FAM008293	FAM009864	FAM003512	FAM004584	FAM004925	FAM012137	FAM000080	FAM000709	FAM013061	FAM000528	FAM001510	FAM006570	FAM003988	FAM001222	FAM006798	FAM013911	FAM001378	FAM006541	FAM008720	FAM002178	FAM005188	FAM011708	FAM006436	FAM004247	FAM007347	FAM000772	FAM000758	FAM010881	FAM007456	FAM012108	FAM010280	FAM006437	FAM007034	FAM005598	FAM009561	FAM004483	FAM000133	FAM008802	FAM010792	FAM009855	FAM005750	FAM012678	FAM002101	FAM000939	FAM013486	FAM008258	FAM012310	FAM133780	FAM058316	FAM044865	FAM030996	FAM024099
rep153_seed2178	FAM010375	FAM008943	FAM002983	FAM007437	FAM000571	FAM002603	FAM002018	FAM009447	FAM009277	FAM006599	FAM002576	FAM004191	FAM009829	FAM008240	FAM002896	FAM005741	FAM007028	FAM005024	FAM002898	FAM014273	FAM003046	FAM001457	FAM000254	FAM002342	FAM005863	FAM011257	FAM002522	FAM000032	FAM009971	FAM000723	FAM009760	FAM014534	FAM013519	FAM001763	FAM000436	FAM001565	FAM007739	FAM001473	FAM000112	FAM002393	FAM000476	FAM008318	FAM004936	FAM014090	FAM000598	FAM003249	FAM000019	FAM013123	FAM011307	FAM006290	FAM009191	FAM003011	FAM009565	FAM000973	FAM013658	FAM007766	FAM000435	FAM003100	FAM004728	FAM000671	FAM001588	FAM001465	FAM004425	FAM000493	FAM002827	FAM010004	FAM011933	FAM007905	FAM108752	FAM060036	FAM036429	FAM030503	FAM016268
rep154_seed2179	FAM002694	FAM001494	FAM007208	FAM004949	FAM003272	FAM005274	FAM005656	FAM006203	FAM005750	FAM002594	FAM004975	FAM014686	FAM000467	FAM007807	FAM006469	FAM005827	FAM007120	FAM007157	FAM009611	FAM004961	FAM004588	FAM011525	FAM000518	FAM001756	FAM007352	FAM005263	FAM002444	FAM006355	FAM001214	FAM001506	FAM005397	FAM006579	FAM006043	FAM010520	FAM012533	FAM010614	FAM010189	FAM009640	FAM008467	FAM000833	FAM005344	FAM004134	FAM002826	FAM010054	FAM002000	FAM013477	FAM004310	FAM004608	FAM001570	FAM011128	FAM012481	FAM004901	FAM013663	FAM004025	FAM010911	FAM006867	FAM001874	FAM005301	FAM001534	FAM002122	FAM004100	FAM011500	FAM006880	FAM014619	FAM001761	FAM005251	FAM014661	FAM005494	FAM143186	FAM066367	FAM029437	FAM032966	FAM017978
rep155_seed2180	FAM012060	FAM005520	FAM001726	FAM002594	FAM000846	FAM014279	FAM000579	FAM006504	FAM001196	FAM009250	FAM000243	FAM003566	FAM009428	FAM003736	FAM011866	FAM007104	FAM006588	FAM008420	FAM011676	FAM001304	FAM010367	FAM005361	FAM012133	FAM012880	FAM009797	FAM001873	FAM010228	FAM003665	FAM013296	FAM001325	FAM005401	FAM003611	FAM009208	FAM003212	FAM000275	FAM005808	FAM005425	FAM007863	FAM004262	FAM003719	FAM008025	FAM009812	FAM004360	FAM000928	FAM000947	FAM000653	FAM003002	FAM001597	FAM004622	FAM008350	FAM001316	FAM014225	FAM004826	FAM002955	FAM005228	FAM002766	FAM005483	FAM007342	FAM004038	FAM000507	FAM013122	FAM001295	FAM004808	FAM001517	FAM009339	FAM013092	FAM012169	FAM010337	FAM110974	FAM058007	FAM031492	FAM034506	FAM021610
rep156_seed2181	FAM000365	FAM008505	FAM000481	FAM004923	FAM004541	FAM000317	FAM002959	FAM001411	FAM001112	FAM010339	FAM012027	FAM011670	FAM007037	FAM000865	FAM002228	FAM003375	FAM002074	FAM001714	FAM007049	FAM006810	FAM007533	FAM005144	FAM003095	FAM006690	FAM004968	FAM006843	FAM003988	FAM010299	FAM002331	FAM010737	FAM000030	FAM004018	FAM011685	FAM004687	FAM011675	FAM004142	FAM001734	FAM003932	FAM003720	FAM003925	FAM003068	FAM007525	FAM005027	FAM003948	FAM003243	FAM007991	FAM008651	FAM003742	FAM009746	FAM000528	FAM003099	FAM009809	FAM003485	FAM000140	FAM009044	FAM006692	FAM009433	FAM011043	FAM003197	FAM002635	FAM009922	FAM010912	FAM008044	FAM014328	FAM006583	FAM011305	FAM012841	FAM011371	FAM125885	FAM064313	FAM030338	FAM043201	FAM015387
rep157_seed2182	FAM000439	FAM003354	FAM000210	FAM003879	FAM005257	FAM006062	FAM002259	FAM003043	FAM003478	FAM003317	FAM004476	FAM010135	FAM004205	FAM005527	FAM001738	FAM005661	FAM004504	FAM000159	FAM005450	FAM009058	FAM001204	FAM005873	FAM008527	FAM001932	FAM003923	FAM005826	FAM009479	FAM006324	FAM002320	FAM000310	FAM001753	FAM001361	FAM009281	FAM003899	FAM004594	FAM001593	FAM005505	FAM006217	FAM003309	FAM005963	FAM006641	FAM009356	FAM010027	FAM001977	FAM011121	FAM002041	FAM005733	FAM001369	FAM002720	FAM003236	FAM004649	FAM001231	FAM006979	FAM005080	FAM008183	FAM014090	FAM000007	FAM004863	FAM001269	FAM005570	FAM004963	FAM010078	FAM000615	FAM004297	FAM004232	FAM006832	FAM011282	FAM012231	FAM125475	FAM062248	FAM036294	FAM039548	FAM018844
rep158_seed2183	FAM003315	FAM010054	FAM007617	FAM003074	FAM010028	FAM004971	FAM001117	FAM004701	FAM003273	FAM000664	FAM007999	FAM005874	FAM003010	FAM007685	FAM005374	FAM000936	FAM014342	FAM011747	FAM005604	FAM003928	FAM006112	FAM003442	FAM001413	FAM009311	FAM007158	FAM005258	FAM010828	FAM005341	FAM012100	FAM004458	FAM002772	FAM009852	FAM004508	FAM004365	FAM006741	FAM004581	FAM003222	FAM006166	FAM014119	FAM012508	FAM008539	FAM009945	FAM004343	FAM001361	FAM003351	FAM013261	FAM004163	FAM006114	FAM001963	FAM001763	FAM000975	FAM000695	FAM009043	FAM011339	FAM001063	FAM000883	FAM012527	FAM004806	FAM010617	FAM002364	FAM010415	FAM003203	FAM005407	FAM002110	FAM000290	FAM011222	FAM011249	FAM011321	FAM137177	FAM058701	FAM036706	FAM029380	FAM023312
rep159_seed2184	FAM001772	FAM002574	FAM002137	FAM008355	FAM007417	FAM011680	FAM000266	FAM007529	FAM004622	FAM003477	FAM008363	FAM007244	FAM004755	FAM009324	FAM002416	FAM005598	FAM007735	FAM007955	FAM009228	FAM002038	FAM001784	FAM009513	FAM005312	FAM014237	FAM004952	FAM006724	FAM013638	FAM003169	FAM002187	FAM002748	FAM000303	FAM004657	FAM001815	FAM003450	FAM009119	FAM011367	FAM001444	FAM002777	FAM001802	FAM000082	FAM005018	FAM003342	FAM005339	FAM007288	FAM000416	FAM011564	FAM005386	FAM009877	FAM010472	FAM005058	FAM000163	FAM000677	FAM002504	FAM000213	FAM003777	FAM003014	FAM003917	FAM001409	FAM002036	FAM005753	FAM006841	FAM003656	FAM011718	FAM005333	FAM000535	FAM007821	FAM013140	FAM014191	FAM146234	FAM058396	FAM033872	FAM040821	FAM028737
rep160_seed2185	FAM005080	FAM007000	FAM008359	FAM008188	FAM003881	FAM000095	FAM008103	FAM005423	FAM001487	FAM002085	FAM005241	FAM010832	FAM001732	FAM012138	FAM005671	FAM003736	FAM000155	FAM001463	FAM006595	FAM004967	FAM004396	FAM005855	FAM006140	FAM012527	FAM001730	FAM007819	FAM004956	FAM005221	FAM005663	FAM001896	FAM008051	FAM005803	FAM005676	FAM009205	FAM009026	FAM006105	FAM005198	FAM005600	FAM003766	FAM006624	FAM005585	FAM004366	FAM003074	FAM000727	FAM000472	FAM003527	FAM004077	FAM001078	FAM012933	FAM005424	FAM006199	FAM003477	FAM004423	FAM007811	FAM003648	FAM001088	FAM000747	FAM004487	FAM001635	FAM003498	FAM004824	FAM003659	FAM003829	FAM001612	FAM007943	FAM009279	FAM011884	FAM013090	FAM130825	FAM058574	FAM029744	FAM037331	FAM022424
rep161_seed2186	FAM001042	FAM005781	FAM007211	FAM002738	FAM004319	FAM000130	FAM012083	FAM004369	FAM001426	FAM008706	FAM004695	FAM004512	FAM010678	FAM004718	FAM003968	FAM003782	FAM004764	FAM009804	FAM007655	FAM005083	FAM006214	FAM003122	FAM010280	FAM002131	FAM008705	FAM005756	FAM001683	FAM011217	FAM001817	FAM000329	FAM007330	FAM006084	FAM006002	FAM001661	FAM005787	FAM001342	FAM001708	FAM009210	FAM006426	FAM002283	FAM008554	FAM007515	FAM008929	FAM005025	FAM000198	FAM009730	FAM009870	FAM004999	FAM000346	FAM009363	FAM002520	FAM005172	FAM011212	FAM004209	FAM008284	FAM000932	FAM006886	FAM000969	FAM010463	FAM014074	FAM003552	FAM004562	FAM009118	FAM004650	FAM002559	FAM003132	FAM009258	FAM014448	FAM126616	FAM059489	FAM037950	FAM041114	FAM028195
rep162_seed2187	FAM006162	FAM001005	FAM010168	FAM005533	FAM002372	FAM004779	FAM001589	FAM001998	FAM002728	FAM007539	FAM000695	FAM008004	FAM006861	FAM000677	FAM007232	FAM008405	FAM001085	FAM004256	FAM002541	FAM003242	FAM008031	FAM000949	FAM007023	FAM001107	FAM005784	FAM007288	FAM011652	FAM004762	FAM000162	FAM005237	FAM000857	FAM001711	FAM005575	FAM000955	FAM000049	FAM007325	FAM007576	FAM009686	FAM005884	FAM004713	FAM005902	FAM006494	FAM002615	FAM010735	FAM004567	FAM006147	FAM002916	FAM008700	FAM010391	FAM001938	FAM003791	FAM001904	FAM001199	FAM002804	FAM001414	FAM002496	FAM010569	FAM003575	FAM005890	FAM003654	FAM006638	FAM006046	FAM012880	FAM000799	FAM001950	FAM010592	FAM014202	FAM014602	FAM136593	FAM060549	FAM035195	FAM042350	FAM015539
rep163_seed2188	FAM005739	FAM014225	FAM005709	FAM002745	FAM003593	FAM005272	FAM002810	FAM014429	FAM006122	FAM012116	FAM004393	FAM007885	FAM005378	FAM001377	FAM000364	FAM001962	FAM000730	FAM005588	FAM000397	FAM005105	FAM007006	FAM002842	FAM012255	FAM003984	FAM001651	FAM012479	FAM001247	FAM012567	FAM010405	FAM013611	FAM004952	FAM014336	FAM008271	FAM005145	FAM009865	FAM014565	FAM007044	FAM000571	FAM010756	FAM009057	FAM001670	FAM001948	FAM008153	FAM006319	FAM005023	FAM008388	FAM004215	FAM006972	FAM006203	FAM002607	FAM000858	FAM001292	FAM004908	FAM008922	FAM002860	FAM007300	FAM005975	FAM006358	FAM002273	FAM003407	FAM004947	FAM003077	FAM002098	FAM002255	FAM002472	FAM009034	FAM012484	FAM010444	FAM136318	FAM065280	FAM036988	FAM038773	FAM022805
rep164_seed2189	FAM001363	FAM010121	FAM002228	FAM008873	FAM012026	FAM007779	FAM005341	FAM000176	FAM014355	FAM002941	FAM000764	FAM009232	FAM001020	FAM001760	FAM002553	FAM009557	FAM004066	FAM007520	FAM004144	FAM001894	FAM003248	FAM010443	FAM010210	FAM011236	FAM000964	FAM005479	FAM000413	FAM007393	FAM005035	FAM002437	FAM005404	FAM000030	FAM007786	FAM008671	FAM005843	FAM000097	FAM000514	FAM002340	FAM004763	FAM000307	FAM003225	FAM013807	FAM005167	FAM013566	FAM007654	FAM001798	FAM006091	FAM007078	FAM007335	FAM004346	FAM008677	FAM003894	FAM007400	FAM004769	FAM003969	FAM009511	FAM009431	FAM009391	FAM003586	FAM000718	FAM001505	FAM002779	FAM006850	FAM009492	FAM010405	FAM009088	FAM011152	FAM007707	FAM136659	FAM069530	FAM033854	FAM040821	FAM018726
rep165_seed2190	FAM007842	FAM003721	FAM006611	FAM003754	FAM001711	FAM002668	FAM008120	FAM009409	FAM004603	FAM010617	FAM007948	FAM004573	FAM005436	FAM002251	FAM001464	FAM009360	FAM004459	FAM003747	FAM009583	FAM013123	FAM008559	FAM002640	FAM003107	FAM007351	FAM004221	FAM009150	FAM001668	FAM010597	FAM005997	FAM003990	FAM001181	FAM005784	FAM002508	FAM005201	FAM013300	FAM004009	FAM001400	FAM000885	FAM009596	FAM011264	FAM004899	FAM000690	FAM008545	FAM010049	FAM012383	FAM004283	FAM003727	FAM000613	FAM011747	FAM002348	FAM003039	FAM001031	FAM002548	FAM003581	FAM006260	FAM000593	FAM000336	FAM003233	FAM012101	FAM008021	FAM010422	FAM002675	FAM004941	FAM011598	FAM005652	FAM013004	FAM012562	FAM015305	FAM146046	FAM067485	FAM040675	FAM040987	FAM015463
rep166_seed2191	FAM003737	FAM012876	FAM006417	FAM000902	FAM008908	FAM007247	FAM007470	FAM007963	FAM004200	FAM004977	FAM000171	FAM007196	FAM010111	FAM002816	FAM004233	FAM010937	FAM007235	FAM004141	FAM001509	FAM004137	FAM005357	FAM002397	FAM002002	FAM012507	FAM002741	FAM003768	FAM003655	FAM014504	FAM007118	FAM002168	FAM001530	FAM008365	FAM004402	FAM006554	FAM004869	FAM004638	FAM004047	FAM006523	FAM003577	FAM001477	FAM002598	FAM002507	FAM010948	FAM009489	FAM010569	FAM009042	FAM004138	FAM012199	FAM004810	FAM009887	FAM012465	FAM013780	FAM006359	FAM000964	FAM000029	FAM002077	FAM005830	FAM007157	FAM008519	FAM009441	FAM001592	FAM010367	FAM008487	FAM002246	FAM009066	FAM009193	FAM013561	FAM012069	FAM116396	FAM061132	FAM040850	FAM041660	FAM028063
rep167_seed2192	FAM011594	FAM000404	FAM006339	FAM004520	FAM000327	FAM009963	FAM007229	FAM005374	FAM004589	FAM001251	FAM004756	FAM006696	FAM002379	FAM012548	FAM001426	FAM007072	FAM000397	FAM000194	FAM009489	FAM001277	FAM014605	FAM004206	FAM001674	FAM001858	FAM003792	FAM007098	FAM006633	FAM006957	FAM004960	FAM001363	FAM013314	FAM001432	FAM004658	FAM004587	FAM007627	FAM013724	FAM002786	FAM012742	FAM003700	FAM005324	FAM005164	FAM003338	FAM003590	FAM012866	FAM002970	FAM010484	FAM000549	FAM011937	FAM003795	FAM000758	FAM002897	FAM008539	FAM007758	FAM002410	FAM002965	FAM004626	FAM005736	FAM001983	FAM001009	FAM006054	FAM001527	FAM005551	FAM008321	FAM005878	FAM010657	FAM011057	FAM007114	FAM010458	FAM108520	FAM067633	FAM036285	FAM040530	FAM027953
rep168_seed2193	FAM011090	FAM011064	FAM005473	FAM005972	FAM002870	FAM012913	FAM007967	FAM000554	FAM001060	FAM008082	FAM001492	FAM002603	FAM003422	FAM000861	FAM011671	FAM001579	FAM010028	FAM006095	FAM012865	FAM001524	FAM005762	FAM014230	FAM011621	FAM009441	FAM002581	FAM006006	FAM003384	FAM004540	FAM004010	FAM004162	FAM006904	FAM009596	FAM003576	FAM003564	FAM004020	FAM006699	FAM007279	FAM010353	FAM003605	FAM007091	FAM006012	FAM006983	FAM001942	FAM000773	FAM003688	FAM002399	FAM005387	FAM007934	FAM006198	FAM003884	FAM006405	FAM000287	FAM000577	FAM004558	FAM002281	FAM003050	FAM001414	FAM005381	FAM007453	FAM002717	FAM006726	FAM000988	FAM004353	FAM004757	FAM005524	FAM008111	FAM013881	FAM013186	FAM140707	FAM060915	FAM034993	FAM033119	FAM016682
rep169_seed2194	FAM001801	FAM005601	FAM000720	FAM005448	FAM003715	FAM003390	FAM005454	FAM006898	FAM007527	FAM012250	FAM012966	FAM007453	FAM000802	FAM006406	FAM004947	FAM011189	FAM002064	FAM007255	FAM004821	FAM003810	FAM006522	FAM003538	FAM001011	FAM000867	FAM006718	FAM004154	FAM006318	FAM002963	FAM002873	FAM004309	FAM014319	FAM009807	FAM008305	FAM014141	FAM010815	FAM004168	FAM001609	FAM007960	FAM002065	FAM006285	FAM010150	FAM006487	FAM002430	FAM001908	FAM005206	FAM000658	FAM001042	FAM007629	FAM008000	FAM000688	FAM003320	FAM005867	FAM014317	FAM002722	FAM000089	FAM006287	FAM006706	FAM002436	FAM005446	FAM009437	FAM003241	FAM000963	FAM001285	FAM012524	FAM013120	FAM012801	FAM011651	FAM010843	FAM115422	FAM058052	FAM042514	FAM040126	FAM015463
rep170_seed2195	FAM005159	FAM008277	FAM000750	FAM010396	FAM003973	FAM003040	FAM008723	FAM003194	FAM004876	FAM007929	FAM005216	FAM008698	FAM007705	FAM004807	FAM006405	FAM001962	FAM000308	FAM012736	FAM012252	FAM004646	FAM007719	FAM002100	FAM002763	FAM006482	FAM014249	FAM012166	FAM004886	FAM006051	FAM004873	FAM003359	FAM002408	FAM007640	FAM005636	FAM008191	FAM002491	FAM009187	FAM011181	FAM014090	FAM003241	FAM002182	FAM000444	FAM011932	FAM003091	FAM001288	FAM002524	FAM007991	FAM005085	FAM004041	FAM001235	FAM012741	FAM012390	FAM003161	FAM002500	FAM009289	FAM000232	FAM001108	FAM009710	FAM006986	FAM005864	FAM003214	FAM001412	FAM000969	FAM000464	FAM001097	FAM013420	FAM011623	FAM009898	FAM010301	FAM117103	FAM067146	FAM031580	FAM036044	FAM018682
rep171_seed2196	FAM005544	FAM002854	FAM011453	FAM003597	FAM002546	FAM003039	FAM006915	FAM006133	FAM010903	FAM001464	FAM006529	FAM003242	FAM006315	FAM006962	FAM009943	FAM002489	FAM003509	FAM000335	FAM009870	FAM013012	FAM003934	FAM002201	FAM007044	FAM003806	FAM013951	FAM004189	FAM005310	FAM003895	FAM003576	FAM000959	FAM004693	FAM000510	FAM001762	FAM001581	FAM013131	FAM001814	FAM002802	FAM004316	FAM000003	FAM000742	FAM003096	FAM009448	FAM001047	FAM003870	FAM003267	FAM007264	FAM001451	FAM005418	FAM009066	FAM001864	FAM004078	FAM009735	FAM000590	FAM001510	FAM007789	FAM003949	FAM001151	FAM002063	FAM005118	FAM005329	FAM003017	FAM002166	FAM002681	FAM005846	FAM005341	FAM009714	FAM013515	FAM010496	FAM108954	FAM058829	FAM030338	FAM037315	FAM019328
rep172_seed2197	FAM007162	FAM006211	FAM004756	FAM003606	FAM005088	FAM000881	FAM007200	FAM005819	FAM001442	FAM000759	FAM005400	FAM000683	FAM001114	FAM006636	FAM001121	FAM004476	FAM001348	FAM000270	FAM007437	FAM007442	FAM000165	FAM012852	FAM008232	FAM010878	FAM006264	FAM006671	FAM000986	FAM011288	FAM008347	FAM006850	FAM001693	FAM004329	FAM001541	FAM004899	FAM000600	FAM002979	FAM010804	FAM004137	FAM004260	FAM000485	FAM008903	FAM000131	FAM009673	FAM004745	FAM002704	FAM000417	FAM012772	FAM000194	FAM005241	FAM008437	FAM010821	FAM000190	FAM004147	FAM003310	FAM000126	FAM009805	FAM001230	FAM003620	FAM011317	FAM002982	FAM004082	FAM010048	FAM008615	FAM014237	FAM005991	FAM008911	FAM010817	FAM011419	FAM139870	FAM058767	FAM038252	FAM029841	FAM015138
rep173_seed2198	FAM011294	FAM006664	FAM008183	FAM007177	FAM010978	FAM002128	FAM005386	FAM002008	FAM000313	FAM005162	FAM004589	FAM001546	FAM014063	FAM002724	FAM009315	FAM004672	FAM003509	FAM000705	FAM000919	FAM006635	FAM005330	FAM006399	FAM014403	FAM002037	FAM009765	FAM006197	FAM002478	FAM000948	FAM007874	FAM001031	FAM013082	FAM002432	FAM006354	FAM006526	FAM005522	FAM008872	FAM005249	FAM007591	FAM006784	FAM000200	FAM006156	FAM011239	FAM000105	FAM004414	FAM007685	FAM008733	FAM001705	FAM003341	FAM001549	FAM001692	FAM011486	FAM005616	FAM005365	FAM002615	FAM005491	FAM004269	FAM012250	FAM007829	FAM006340	FAM009206	FAM002107	FAM005236	FAM003245	FAM006011	FAM001802	FAM012057	FAM011624	FAM012788	FAM144467	FAM060102	FAM043164	FAM037374	FAM024930
